range sp1 sp2 sp3 sp4 sp5 sp6 sp7 sp8 sp9 sp10 median_gnd mean_gnd qdist qscore_resolved qscore_unresolved both_resolved both_unresolved
1.0_4.0 AG-915-P01 AG-903-D02 AG-918-L07 AG-917-C08 AG-903-K22 AG-917-P07 AG-917-I17 AG-359-E10 AG-916-J06 AG-911-G03 4.06201 3.96505 0.677778 0 67.6667 7 161
1.0_4.0 AG-913-A04 AG-904-F17 AG-893-N22 AG-918-K09 AG-917-A09 AG-917-C08 AG-917-P07 AG-915-E06 AG-915-P01 AG-912-F16 4.49143 4.25051 0.666667 0 70 0 182
1.0_4.0 AG-912-F16 AG-916-M06 AG-911-B04 AG-414-O11 AG-359-M21 AG-894-C14 AG-918-L07 AG-917-I17 AG-414-L09 AG-911-G03 4.19 4.15001 0.666667 0 70 0 147
1.0_4.0 AG-915-E06 AG-915-P01 AG-912-F16 AG-414-O11 AG-894-C14 AG-893-N22 AG-917-I17 AG-917-C11 AG-913-C03 AG-917-C08 4.38269 3.81086 0.690476 0 65 15 107
1.0_4.0 AG-913-A04 AG-904-F17 AG-915-K13 AG-359-C09 AG-414-O11 AG-905-A10 AG-915-P01 AG-917-C08 AG-414-L09 AG-911-G03 4.234 4.10618 0.666667 0 70 0 210
1.0_4.0 AG-905-A10 AG-916-M06 AG-911-B04 AG-915-E06 AG-918-L21 AG-917-C11 AG-917-A09 AG-920-K11 AG-359-E10 AG-911-G03 4.17611 3.85279 0.663492 1 69.6667 1 155
1.0_4.0 AG-913-A04 AG-915-K13 AG-414-O11 AG-916-M06 AG-915-E06 AG-918-L21 AG-917-A09 AG-917-C08 AG-917-C11 AG-917-I17 4.58562 4.25963 0.666667 0 70 0 182
1.0_4.0 AG-894-C14 AG-918-L21 AG-903-D02 AG-414-O11 AG-893-N22 AG-920-K11 AG-894-M23 AG-414-L09 AG-916-J06 AG-904-F17 4.36062 4.05048 0.666667 0 70 0 210
1.0_4.0 AG-916-M06 AG-903-D02 AG-905-A10 AG-911-B04 AG-915-E06 AG-918-L07 AG-918-L21 AG-918-K09 AG-917-C11 AG-911-G03 4.13316 3.79458 0.666667 0 70 0 210
1.0_4.0 AG-912-F16 AG-916-M06 AG-903-D02 AG-911-B04 AG-414-O11 AG-915-K13 AG-918-L07 AG-918-K09 AG-920-K11 AG-359-E10 4.1538 3.85632 0.666667 0 70 0 147
1.0_4.0 AG-893-N22 AG-917-I17 AG-917-A09 AG-913-C03 AG-917-C11 AG-915-E06 AG-915-P01 AG-912-F16 AG-916-M06 AG-359-C09 4.38269 4.07955 0.666667 0 70 0 110
1.0_4.0 AG-915-K13 AG-414-O11 AG-915-P01 AG-894-C14 AG-918-L21 AG-917-I17 AG-917-A09 AG-414-L09 AG-913-A04 AG-911-G03 4.62585 4.35923 0.666667 0 70 0 210
1.0_4.0 AG-916-M06 AG-903-D02 AG-905-A10 AG-359-C09 AG-414-O11 AG-894-C14 AG-913-C03 AG-903-K22 AG-920-K11 AG-911-G03 4.1607 3.82107 0.666667 0 70 0 182
1.0_4.0 AG-916-J06 AG-904-F17 AG-913-A04 AG-915-P01 AG-905-A10 AG-918-L07 AG-894-M23 AG-913-C03 AG-917-P07 AG-911-G03 3.75971 3.79109 0.666667 0 70 0 147
1.0_4.0 AG-894-M23 AG-913-C03 AG-917-C08 AG-917-P07 AG-917-I17 AG-905-A10 AG-916-M06 AG-915-K13 AG-359-M21 AG-915-E06 4.5526 4.15159 0.647619 6 68 6 98
1.0_4.0 AG-911-B04 AG-359-C09 AG-915-K13 AG-915-P01 AG-918-L07 AG-893-N22 AG-917-I17 AG-920-O11 AG-916-J06 AG-911-G03 4.25413 4.07778 0.666667 0 70 0 147
1.0_4.0 AG-915-K13 AG-359-C09 AG-414-O11 AG-916-M06 AG-915-P01 AG-917-A09 AG-917-C08 AG-414-L09 AG-916-J06 AG-911-G03 4.1795 4.24364 0.666667 0 70 0 210
1.0_4.0 AG-916-M06 AG-911-B04 AG-915-E06 AG-894-C14 AG-918-L07 AG-893-N22 AG-894-M23 AG-917-C08 AG-920-O11 AG-916-J06 4.12018 3.87227 0.666667 0 70 0 155
1.0_4.0 AG-905-A10 AG-903-D02 AG-911-B04 AG-359-C09 AG-918-L07 AG-918-K09 AG-359-E10 AG-894-M23 AG-917-A09 AG-904-F17 4.22997 4.06456 0.666667 0 70 0 182
1.0_4.0 AG-911-B23 AG-894-M23 AG-920-K11 AG-359-E10 AG-915-K13 AG-359-C09 AG-414-O11 AG-905-A10 AG-915-P01 AG-916-J06 4.2324 4.0468 0.663492 1 69.6667 1 155
1.0_4.0 AG-905-A10 AG-903-D02 AG-912-F16 AG-918-L21 AG-893-N22 AG-918-K09 AG-894-M23 AG-917-A09 AG-917-P07 AG-911-G03 4.31699 3.87231 0.666667 0 70 0 140
1.0_4.0 AG-912-F16 AG-359-C09 AG-894-C14 AG-893-N22 AG-917-I17 AG-359-E10 AG-917-A09 AG-913-C03 AG-917-C11 AG-911-G03 4.39626 4.06629 0.666667 0 70 0 110
1.0_4.0 AG-915-E06 AG-915-P01 AG-359-C09 AG-918-L07 AG-893-N22 AG-918-K09 AG-894-M23 AG-917-C08 AG-917-C11 AG-414-L09 3.82272 3.93537 0.666667 0 70 0 147
1.0_4.0 AG-913-A04 AG-916-J06 AG-893-N22 AG-917-I17 AG-920-K11 AG-911-B23 AG-913-C03 AG-905-A10 AG-414-O11 AG-915-P01 4.11583 3.89675 0.674603 1 67.3333 8 135
1.0_4.0 AG-894-M23 AG-913-C03 AG-917-A09 AG-359-E10 AG-915-E06 AG-359-M21 AG-359-C09 AG-414-L09 AG-916-J06 AG-911-G03 4.14249 4.09827 0.666667 0 70 0 147
1.0_4.0 AG-913-A04 AG-916-J06 AG-912-F16 AG-916-M06 AG-911-B04 AG-414-O11 AG-918-L21 AG-359-E10 AG-917-A09 AG-903-K22 4.18836 3.98096 0.666667 0 70 0 182
1.0_4.0 AG-913-A04 AG-916-J06 AG-915-K13 AG-359-C09 AG-903-D02 AG-915-E06 AG-918-L21 AG-911-B23 AG-894-M23 AG-920-K11 4.40539 4.13611 0.666667 0 70 0 182
1.0_4.0 AG-915-E06 AG-915-P01 AG-905-A10 AG-911-B04 AG-894-C14 AG-918-L21 AG-894-M23 AG-903-K22 AG-917-P07 AG-920-K11 3.80336 3.58398 0.666667 0 70 0 147
1.0_4.0 AG-916-J06 AG-904-F17 AG-913-A04 AG-912-F16 AG-905-A10 AG-915-P01 AG-894-C14 AG-893-N22 AG-918-K09 AG-359-E10 4.41369 3.91287 0.666667 0 70 0 210
1.0_4.0 AG-915-K13 AG-911-B04 AG-916-M06 AG-915-P01 AG-894-C14 AG-917-C11 AG-894-M23 AG-893-N22 AG-916-J06 AG-911-G03 4.37113 4.18186 0.666667 0 70 0 147
1.0_4.0 AG-359-M21 AG-359-C09 AG-905-A10 AG-916-M06 AG-915-E06 AG-894-C14 AG-920-K11 AG-359-E10 AG-917-P07 AG-911-G03 4.25413 3.86983 0.663492 1 69.6667 1 155
1.0_4.0 AG-913-A04 AG-904-F17 AG-912-F16 AG-916-M06 AG-903-D02 AG-911-B04 AG-414-O11 AG-915-P01 AG-894-M23 AG-920-O11 4.1865 4.00867 0.666667 0 70 0 155
1.0_4.0 AG-905-A10 AG-903-D02 AG-359-M21 AG-915-P01 AG-918-L07 AG-918-K09 AG-894-M23 AG-920-O11 AG-414-L09 AG-916-J06 4.17199 4.00077 0.666667 0 70 0 210
1.5_4.5 AG-916-M14 AG-915-I10 AG-904-K16 AG-894-I22 AG-892-O09 AG-899-C09 AG-911-I02 AG-390-I07 AG-893-E15 AG-912-J07 4.40531 4.56847 0.666667 0 70 0 155
1.5_4.5 AG-913-A04 AG-911-B23 AG-894-M23 AG-913-C03 AG-359-E10 AG-915-K13 AG-911-B04 AG-903-D02 AG-915-P01 AG-911-G03 4.18836 4.01267 0.666667 0 70 0 210
1.5_4.5 AG-915-I10 AG-904-K16 AG-894-I22 AG-892-O09 AG-911-E22 AG-899-C09 AG-911-I02 AG-390-I07 AG-893-E15 AG-912-J07 4.40531 4.44799 0.666667 0 70 0 182
1.5_4.5 AG-917-C08 AG-920-O11 AG-359-E10 AG-912-F16 AG-903-D02 AG-359-M21 AG-359-C09 AG-915-E06 AG-414-L09 AG-916-J06 4.23659 4.07158 0.666667 0 70 0 182
1.5_4.5 AG-916-M14 AG-915-I10 AG-904-K16 AG-894-I22 AG-892-O09 AG-899-C09 AG-911-I02 AG-390-I07 AG-893-E15 AG-912-J07 4.40531 4.56847 0.666667 0 70 0 155
1.5_4.5 AG-916-M14 AG-893-E15 AG-912-J07 AG-915-I10 AG-904-K16 AG-894-I22 AG-892-O09 AG-911-E22 AG-899-C09 AG-911-I02 4.31969 4.17978 0.666667 0 70 0 155
1.5_4.5 AG-912-F16 AG-903-D02 AG-359-C09 AG-414-O11 AG-918-L07 AG-918-K09 AG-920-K11 AG-917-A09 AG-916-J06 AG-911-G03 4.4203 4.15655 0.674603 1 67.3333 8 135
1.5_4.5 AG-915-E06 AG-915-P01 AG-911-B04 AG-359-C09 AG-903-D02 AG-918-L21 AG-918-K09 AG-359-E10 AG-911-B23 AG-917-C08 4.16566 3.87389 0.666667 0 70 0 182
1.5_4.5 AG-916-M14 AG-894-I22 AG-892-O09 AG-911-E22 AG-899-C09 AG-915-I10 AG-911-I02 AG-390-I07 AG-893-E15 AG-912-J07 4.33513 4.3552 0.666667 0 70 0 155
1.5_4.5 AG-916-M14 AG-915-I10 AG-904-K16 AG-894-I22 AG-892-O09 AG-911-E22 AG-911-I02 AG-390-I07 AG-893-E15 AG-912-J07 4.39491 4.46432 0.666667 0 70 0 155
1.5_4.5 AG-913-A04 AG-916-J06 AG-359-M21 AG-903-D02 AG-915-E06 AG-920-J04 AG-911-B23 AG-913-C03 AG-918-K09 AG-911-G03 4.57051 4.32887 0.666667 0 70 0 182
1.5_4.5 AG-913-A04 AG-904-F17 AG-915-E06 AG-912-F16 AG-916-M06 AG-903-D02 AG-918-L07 AG-920-J04 AG-918-K09 AG-903-K22 4.51002 4.21957 0.666667 0 70 0 182
1.5_4.5 AG-916-M14 AG-893-E15 AG-912-J07 AG-915-I10 AG-904-K16 AG-894-I22 AG-892-O09 AG-911-E22 AG-899-C09 AG-911-I02 4.31969 4.17978 0.666667 0 70 0 155
1.5_4.5 AG-916-M14 AG-915-I10 AG-904-K16 AG-894-I22 AG-892-O09 AG-911-E22 AG-911-I02 AG-390-I07 AG-893-E15 AG-912-J07 4.39491 4.46432 0.666667 0 70 0 155
1.5_4.5 AG-916-M14 AG-915-I10 AG-904-K16 AG-894-I22 AG-892-O09 AG-911-E22 AG-911-I02 AG-390-I07 AG-893-E15 AG-912-J07 4.39491 4.46432 0.666667 0 70 0 155
1.5_4.5 AG-359-C09 AG-414-O11 AG-911-B04 AG-359-M21 AG-915-P01 AG-918-L21 AG-920-K11 AG-359-E10 AG-894-M23 AG-916-J06 3.78546 3.72873 0.657143 3 69 3 122
1.5_4.5 AG-359-M21 AG-414-O11 AG-915-P01 AG-894-C14 AG-911-B23 AG-894-M23 AG-913-C03 AG-917-C11 AG-917-I17 AG-911-G03 3.84673 3.87423 0.666667 0 70 0 120
1.5_4.5 AG-916-M14 AG-915-I10 AG-904-K16 AG-894-I22 AG-892-O09 AG-899-C09 AG-911-I02 AG-390-I07 AG-893-E15 AG-912-J07 4.40531 4.56847 0.666667 0 70 0 155
1.5_4.5 AG-916-M14 AG-893-E15 AG-912-J07 AG-915-I10 AG-904-K16 AG-894-I22 AG-892-O09 AG-911-E22 AG-899-C09 AG-911-I02 4.31969 4.17978 0.666667 0 70 0 155
1.5_4.5 AG-913-A04 AG-915-E06 AG-915-P01 AG-915-K13 AG-359-C09 AG-918-L07 AG-893-N22 AG-917-I17 AG-359-E10 AG-911-G03 4.41515 4.23436 0.677778 0 67.6667 7 161
1.5_4.5 AG-916-M14 AG-915-I10 AG-904-K16 AG-911-E22 AG-899-C09 AG-894-I22 AG-911-I02 AG-390-I07 AG-893-E15 AG-912-J07 4.40839 4.52721 0.666667 0 70 0 155
1.5_4.5 AG-916-M14 AG-390-I07 AG-915-I10 AG-904-K16 AG-894-I22 AG-892-O09 AG-911-E22 AG-899-C09 AG-893-E15 AG-912-J07 4.35884 4.37928 0.666667 0 70 0 182
1.5_4.5 AG-916-M14 AG-915-I10 AG-904-K16 AG-911-E22 AG-899-C09 AG-892-O09 AG-911-I02 AG-390-I07 AG-893-E15 AG-912-J07 4.39491 4.40614 0.666667 0 70 0 155
1.5_4.5 AG-913-A04 AG-916-J06 AG-915-E06 AG-911-B04 AG-359-C09 AG-918-L07 AG-911-B23 AG-917-C11 AG-917-I17 AG-414-L09 3.82272 3.81013 0.666667 0 70 0 120
1.5_4.5 AG-916-M14 AG-893-E15 AG-912-J07 AG-915-I10 AG-904-K16 AG-894-I22 AG-892-O09 AG-911-E22 AG-899-C09 AG-911-I02 4.31969 4.17978 0.666667 0 70 0 155
1.5_4.5 AG-894-M23 AG-917-A09 AG-911-B23 AG-917-P07 AG-918-K09 AG-359-E10 AG-359-M21 AG-359-C09 AG-903-D02 AG-904-F17 4.3155 4.21333 0.657143 3 69 3 122
1.5_4.5 AG-920-J04 AG-905-A10 AG-894-M23 AG-913-C03 AG-917-A09 AG-920-O11 AG-911-B23 AG-918-K09 AG-414-L09 AG-916-J06 4.51839 4.2464 0.666667 0 70 0 147
1.5_4.5 AG-916-M14 AG-893-E15 AG-912-J07 AG-915-I10 AG-904-K16 AG-894-I22 AG-892-O09 AG-911-E22 AG-899-C09 AG-911-I02 4.31969 4.17978 0.666667 0 70 0 155
1.5_4.5 AG-916-M14 AG-390-I07 AG-915-I10 AG-904-K16 AG-894-I22 AG-892-O09 AG-911-E22 AG-899-C09 AG-893-E15 AG-912-J07 4.35884 4.37928 0.666667 0 70 0 182
1.5_4.5 AG-916-M14 AG-894-I22 AG-892-O09 AG-911-E22 AG-899-C09 AG-915-I10 AG-911-I02 AG-390-I07 AG-893-E15 AG-912-J07 4.33513 4.3552 0.666667 0 70 0 155
1.5_4.5 AG-916-M14 AG-915-I10 AG-904-K16 AG-894-I22 AG-892-O09 AG-911-E22 AG-899-C09 AG-911-I02 AG-390-I07 AG-912-J07 4.41822 4.56494 0.666667 0 70 0 115
1.5_4.5 AG-916-M14 AG-915-I10 AG-904-K16 AG-894-I22 AG-892-O09 AG-899-C09 AG-911-I02 AG-390-I07 AG-893-E15 AG-912-J07 4.40531 4.56847 0.666667 0 70 0 155
1.5_4.5 AG-916-M14 AG-915-I10 AG-904-K16 AG-911-E22 AG-899-C09 AG-894-I22 AG-911-I02 AG-390-I07 AG-893-E15 AG-912-J07 4.40839 4.52721 0.666667 0 70 0 155
1.5_4.5 AG-893-N22 AG-359-E10 AG-917-C11 AG-894-M23 AG-359-M21 AG-359-C09 AG-912-F16 AG-414-L09 AG-904-F17 AG-911-G03 4.30579 4.17252 0.666667 0 70 0 107
1.5_4.5 AG-916-M14 AG-915-I10 AG-904-K16 AG-911-E22 AG-899-C09 AG-892-O09 AG-911-I02 AG-390-I07 AG-893-E15 AG-912-J07 4.39491 4.40614 0.666667 0 70 0 155
1.5_4.5 AG-916-M14 AG-915-I10 AG-904-K16 AG-894-I22 AG-892-O09 AG-911-E22 AG-899-C09 AG-911-I02 AG-390-I07 AG-912-J07 4.41822 4.56494 0.666667 0 70 0 115
1.5_4.5 AG-916-M14 AG-915-I10 AG-904-K16 AG-894-I22 AG-892-O09 AG-911-E22 AG-899-C09 AG-911-I02 AG-390-I07 AG-912-J07 4.41822 4.56494 0.666667 0 70 0 115
1.5_4.5 AG-916-M14 AG-894-I22 AG-892-O09 AG-911-E22 AG-899-C09 AG-915-I10 AG-911-I02 AG-390-I07 AG-893-E15 AG-912-J07 4.33513 4.3552 0.666667 0 70 0 155
1.5_4.5 AG-915-E06 AG-915-P01 AG-915-K13 AG-911-B04 AG-905-A10 AG-918-L21 AG-920-J04 AG-917-C08 AG-920-O11 AG-359-E10 4.29356 4.09039 0.666667 0 70 0 210
1.5_4.5 AG-916-M14 AG-894-I22 AG-892-O09 AG-911-E22 AG-899-C09 AG-904-K16 AG-911-I02 AG-390-I07 AG-893-E15 AG-912-J07 4.40531 4.47197 0.666667 0 70 0 182
1.5_4.5 AG-913-A04 AG-915-E06 AG-915-P01 AG-915-K13 AG-918-L07 AG-918-L21 AG-917-P07 AG-917-A09 AG-918-K09 AG-917-I17 4.43402 4.20841 0.677778 0 67.6667 7 161
1.5_4.5 AG-913-A04 AG-916-J06 AG-894-M23 AG-917-C08 AG-917-A09 AG-917-I17 AG-359-M21 AG-903-D02 AG-915-E06 AG-414-L09 4.4203 4.2641 0.666667 0 70 0 182
1.5_4.5 AG-916-M14 AG-915-I10 AG-904-K16 AG-911-E22 AG-899-C09 AG-892-O09 AG-911-I02 AG-390-I07 AG-893-E15 AG-912-J07 4.39491 4.40614 0.666667 0 70 0 155
1.5_4.5 AG-915-I10 AG-904-K16 AG-894-I22 AG-892-O09 AG-911-E22 AG-899-C09 AG-911-I02 AG-390-I07 AG-893-E15 AG-912-J07 4.40531 4.44799 0.666667 0 70 0 182
1.5_4.5 AG-359-M21 AG-359-C09 AG-912-F16 AG-918-L21 AG-894-M23 AG-913-C03 AG-917-A09 AG-917-C11 AG-893-N22 AG-414-L09 4.25413 4.05622 0.666667 0 70 0 92
1.5_4.5 AG-894-C14 AG-920-J04 AG-905-A10 AG-911-B23 AG-894-M23 AG-913-C03 AG-917-C11 AG-359-E10 AG-414-L09 AG-913-A04 4.41172 4.02327 0.666667 0 70 0 120
1.5_4.5 AG-913-A04 AG-912-F16 AG-905-A10 AG-414-O11 AG-894-C14 AG-917-A09 AG-920-O11 AG-913-C03 AG-917-C11 AG-359-E10 4.23998 3.86054 0.666667 0 70 0 147
1.5_4.5 AG-916-M14 AG-894-I22 AG-892-O09 AG-911-E22 AG-899-C09 AG-915-I10 AG-911-I02 AG-390-I07 AG-893-E15 AG-912-J07 4.33513 4.3552 0.666667 0 70 0 155
1.5_4.5 AG-913-A04 AG-912-F16 AG-905-A10 AG-911-B04 AG-414-O11 AG-915-P01 AG-918-L07 AG-920-J04 AG-917-P07 AG-920-O11 4.12067 3.92303 0.666667 0 70 0 120
1.5_4.5 AG-913-A04 AG-915-E06 AG-915-P01 AG-911-B04 AG-359-C09 AG-920-J04 AG-911-B23 AG-917-P07 AG-893-N22 AG-911-G03 4.25102 4.09734 0.666667 0 70 0 120
10.0_15.0 AH-324-N03 AH-287-E09 AG-439-D05 AH-287-B07 AG-447-O08 AG-422-E09 AH-321-P10 AH-324-F03 AH-324-J07 AG-333-A04 13.7038 13.5688 0.666667 0 70 0 182
10.0_15.0 AH-324-N03 AH-287-E09 AG-439-D05 AH-287-B07 AG-447-O08 AG-422-E09 AH-321-P10 AH-324-F03 AH-324-J07 AG-333-A04 13.7038 13.5688 0.666667 0 70 0 182
10.0_15.0 AH-324-N03 AH-287-E09 AG-920-D05 AG-439-D05 AH-287-B07 AG-447-O08 AH-321-P10 AH-324-F03 AH-324-J07 AG-333-A04 13.5913 13.5151 0.666667 0 70 0 182
10.0_15.0 AH-324-N03 AH-287-E09 AG-439-D05 AH-287-B07 AG-359-J06 AG-447-O08 AH-321-P10 AH-324-F03 AH-324-J07 AG-333-A04 13.4574 13.5261 0.666667 0 70 0 182
10.0_15.0 AH-324-N03 AH-287-E09 AG-439-D05 AH-287-B07 AG-916-M13 AG-447-O08 AH-321-P10 AH-324-F03 AH-324-J07 AG-333-A04 13.7322 13.5536 0.666667 0 70 0 182
10.0_15.0 AH-324-N03 AH-287-E09 AG-439-D05 AH-287-B07 AG-447-O08 AG-422-E09 AH-321-P10 AH-324-F03 AH-324-J07 AG-333-A04 13.7038 13.5688 0.666667 0 70 0 182
10.0_15.0 AH-324-N03 AH-287-E09 AG-439-D05 AH-287-B07 AG-891-I18 AG-447-O08 AH-321-P10 AH-324-F03 AH-324-J07 AG-333-A04 13.4908 13.4832 0.666667 0 70 0 182
10.0_15.0 AH-324-N03 AH-287-E09 AG-913-E07 AG-439-D05 AH-287-B07 AG-447-O08 AH-321-P10 AH-324-F03 AH-324-J07 AG-333-A04 13.2871 13.4648 0.666667 0 70 0 182
10.0_15.0 AH-324-N03 AH-287-E09 AG-439-D05 AH-287-B07 AG-894-O09 AG-447-O08 AH-321-P10 AH-324-F03 AH-324-J07 AG-333-A04 13.443 13.478 0.666667 0 70 0 182
10.0_15.0 AH-324-N03 AH-287-E09 AG-410-O02 AG-439-D05 AH-287-B07 AG-447-O08 AH-321-P10 AH-324-F03 AH-324-J07 AG-333-A04 13.8057 13.5825 0.666667 0 70 0 182
10.0_15.0 AH-324-N03 AH-287-E09 AG-453-I04 AG-439-D05 AH-287-B07 AG-447-O08 AH-321-P10 AH-324-F03 AH-324-J07 AG-333-A04 13.5014 13.5029 0.666667 0 70 0 155
10.0_15.0 AH-324-N03 AH-287-E09 AG-439-D05 AH-287-B07 AG-349-O05 AG-447-O08 AH-321-P10 AH-324-F03 AH-324-J07 AG-333-A04 13.2871 13.4711 0.666667 0 70 0 182
10.0_15.0 AH-324-N03 AH-287-E09 AG-453-I04 AG-439-D05 AH-287-B07 AG-447-O08 AH-321-P10 AH-324-F03 AH-324-J07 AG-333-A04 13.5014 13.5029 0.666667 0 70 0 155
10.0_15.0 AG-447-O14 AH-324-N03 AH-287-E09 AG-439-D05 AH-287-B07 AG-447-O08 AH-321-P10 AH-324-F03 AH-324-J07 AG-333-A04 13.1794 13.4034 0.666667 0 70 0 182
10.0_15.0 AH-324-N03 AH-287-E09 AG-439-D05 AH-287-B07 AG-447-O08 AH-321-P10 AH-324-F03 AH-324-J07 AG-333-A04 AG-447-I09 13.2871 13.4376 0.666667 0 70 0 182
10.0_15.0 AH-324-N03 AH-287-E09 AG-920-D05 AG-439-D05 AH-287-B07 AG-447-O08 AH-321-P10 AH-324-F03 AH-324-J07 AG-333-A04 13.5913 13.5151 0.666667 0 70 0 182
10.0_15.0 AG-916-N14 AH-324-N03 AH-287-E09 AG-439-D05 AH-287-B07 AG-447-O08 AH-321-P10 AH-324-F03 AH-324-J07 AG-333-A04 13.462 13.5134 0.666667 0 70 0 182
10.0_15.0 AH-324-N03 AH-287-E09 AG-439-D05 AH-287-B07 AG-426-M05 AG-447-O08 AH-321-P10 AH-324-F03 AH-324-J07 AG-333-A04 13.5497 13.5113 0.666667 0 70 0 182
10.0_15.0 AH-324-N03 AH-287-E09 AG-439-D05 AH-287-B07 AG-359-J06 AG-447-O08 AH-321-P10 AH-324-F03 AH-324-J07 AG-333-A04 13.4574 13.5261 0.666667 0 70 0 182
10.0_15.0 AH-324-N03 AH-287-E09 AG-439-D05 AH-287-B07 AG-891-I18 AG-447-O08 AH-321-P10 AH-324-F03 AH-324-J07 AG-333-A04 13.4908 13.4832 0.666667 0 70 0 182
10.0_15.0 AH-324-N03 AH-287-E09 AG-439-D05 AH-287-B07 AG-447-O08 AH-321-P10 AH-324-F03 AH-324-J07 AG-896-O18 AG-333-A04 13.7149 13.547 0.666667 0 70 0 182
10.0_15.0 AH-324-N03 AH-287-E09 AG-453-I04 AG-439-D05 AH-287-B07 AG-447-O08 AH-321-P10 AH-324-F03 AH-324-J07 AG-333-A04 13.5014 13.5029 0.666667 0 70 0 155
10.0_15.0 AH-324-N03 AH-287-E09 AG-439-D05 AH-287-B07 AG-447-O08 AH-321-P10 AH-324-F03 AH-324-J07 AG-333-A04 AG-447-I09 13.2871 13.4376 0.666667 0 70 0 182
10.0_15.0 AH-324-N03 AH-287-E09 AG-447-C08 AG-439-D05 AH-287-B07 AG-447-O08 AH-321-P10 AH-324-F03 AH-324-J07 AG-333-A04 13.2871 13.4454 0.666667 0 70 0 182
10.0_15.0 AH-324-N03 AH-287-E09 AG-410-O02 AG-439-D05 AH-287-B07 AG-447-O08 AH-321-P10 AH-324-F03 AH-324-J07 AG-333-A04 13.8057 13.5825 0.666667 0 70 0 182
10.0_15.0 AH-324-N03 AH-287-E09 AG-439-D05 AH-287-B07 AG-897-O11 AG-447-O08 AH-321-P10 AH-324-F03 AH-324-J07 AG-333-A04 13.5187 13.5256 0.666667 0 70 0 182
10.0_15.0 AH-324-N03 AH-287-E09 AG-439-D05 AH-287-B07 AG-349-O05 AG-447-O08 AH-321-P10 AH-324-F03 AH-324-J07 AG-333-A04 13.2871 13.4711 0.666667 0 70 0 182
10.0_15.0 AH-324-N03 AH-287-E09 AG-439-D05 AH-287-B07 AG-897-O11 AG-447-O08 AH-321-P10 AH-324-F03 AH-324-J07 AG-333-A04 13.5187 13.5256 0.666667 0 70 0 182
10.0_15.0 AH-324-N03 AH-287-E09 AG-920-D05 AG-439-D05 AH-287-B07 AG-447-O08 AH-321-P10 AH-324-F03 AH-324-J07 AG-333-A04 13.5913 13.5151 0.666667 0 70 0 182
10.0_15.0 AH-324-N03 AH-287-E09 AG-439-D05 AH-287-B07 AG-916-M13 AG-447-O08 AH-321-P10 AH-324-F03 AH-324-J07 AG-333-A04 13.7322 13.5536 0.666667 0 70 0 182
10.0_15.0 AH-324-N03 AH-287-E09 AG-439-D05 AH-287-B07 AG-892-A22 AG-447-O08 AH-321-P10 AH-324-F03 AH-324-J07 AG-333-A04 13.0348 13.3969 0.666667 0 70 0 182
10.0_15.0 AH-324-N03 AH-287-E09 AG-439-D05 AH-287-B07 AG-447-O08 AG-422-E09 AH-321-P10 AH-324-F03 AH-324-J07 AG-333-A04 13.7038 13.5688 0.666667 0 70 0 182
10.0_15.0 AH-324-N03 AH-287-E09 AG-439-D05 AG-447-E19 AH-287-B07 AG-447-O08 AH-321-P10 AH-324-F03 AH-324-J07 AG-333-A04 13.1756 13.3751 0.685714 0 66 12 131
10.0_15.0 AH-324-N03 AH-287-E09 AG-439-D05 AH-287-B07 AG-911-G16 AG-447-O08 AH-321-P10 AH-324-F03 AH-324-J07 AG-333-A04 13.5842 13.5443 0.666667 0 70 0 182
10.0_15.0 AH-324-N03 AH-287-E09 AG-439-D05 AH-287-B07 AG-447-O08 AG-422-D23 AH-321-P10 AH-324-F03 AH-324-J07 AG-333-A04 13.2871 13.4155 0.666667 0 70 0 182
10.0_15.0 AH-324-N03 AH-287-E09 AG-439-D05 AH-287-B07 AG-897-O11 AG-447-O08 AH-321-P10 AH-324-F03 AH-324-J07 AG-333-A04 13.5187 13.5256 0.666667 0 70 0 182
10.0_15.0 AH-324-N03 AH-287-E09 AG-439-D05 AH-287-B07 AG-447-O08 AG-422-D23 AH-321-P10 AH-324-F03 AH-324-J07 AG-333-A04 13.2871 13.4155 0.666667 0 70 0 182
10.0_15.0 AH-324-N03 AH-287-E09 AG-439-D05 AH-287-B07 AG-447-O08 AH-321-P10 AH-324-F03 AH-324-J07 AG-333-A04 AG-913-L03 13.6847 13.5575 0.666667 0 70 0 182
10.0_15.0 AH-324-N03 AH-287-E09 AG-439-D05 AG-447-E19 AH-287-B07 AG-447-O08 AH-321-P10 AH-324-F03 AH-324-J07 AG-333-A04 13.1756 13.3751 0.685714 0 66 12 131
10.0_15.0 AH-324-N03 AH-287-E09 AG-410-O02 AG-439-D05 AH-287-B07 AG-447-O08 AH-321-P10 AH-324-F03 AH-324-J07 AG-333-A04 13.8057 13.5825 0.666667 0 70 0 182
10.0_15.0 AG-422-C20 AH-324-N03 AH-287-E09 AG-439-D05 AH-287-B07 AG-447-O08 AH-321-P10 AH-324-F03 AH-324-J07 AG-333-A04 13.6826 13.511 0.666667 0 70 0 182
10.0_15.0 AH-324-N03 AH-287-E09 AG-439-D05 AH-287-B07 AG-359-J06 AG-447-O08 AH-321-P10 AH-324-F03 AH-324-J07 AG-333-A04 13.4574 13.5261 0.666667 0 70 0 182
